filename,seen,file_size_mb,has_hpylori,n_instances,augmented,aug_type,dataset_location
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y11232-2080m49.tiff,yes,14.417036,no,0,augmented,flipH-hue-contrst,train
aug_flipH_5216-20-04_08_2020_b0s0c0x24984-2776y29952-2080m162.tiff,yes,11.961346,yes,3,augmented,flipH,train
aug_hue-contrst_Part-two_b0s1c0x42664-2776y53652-2080m142.tiff,yes,15.180734,no,0,augmented,hue-contrst,train
aug_hue_5216-20-04_08_2020_b0s3c0x42357-2776y14352-2080m0.tiff,yes,10.858328,no,0,augmented,hue,train
aug_hue-contrst_5216-20-04_08_2020_b0s0c0x9994-2776y20592-2080m94.tiff,yes,13.297824,no,0,augmented,hue-contrst,train
aug_flipD_Part-two_b0s0c0x14990-2776y33696-2080m200.tiff,yes,13.22526,no,0,augmented,flipD,train
aug_flipH-contrst_5216-20-04_08_2020_b0s0c0x7495-2776y24336-2080m118.tiff,yes,11.886466,no,0,augmented,flipH-contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s2c0x216420-2776y20872-2080m29.tiff,yes,14.143746,no,0,augmented,hue-contrst,train
aug_flipD-hue_5216-20-04_08_2020_b0s1c0x191106-2776y39814-2080m208.tiff,yes,10.916612,no,0,augmented,flipD-hue,train
aug_contrst_5216-20-04_08_2020_b0s0c0x22486-2776y20592-2080m99.tiff,yes,13.688094,yes,1,augmented,contrst,train
aug_flipD-hue_5216-20-04_08_2020_b0s1c0x186109-2776y37942-2080m197.tiff,yes,13.318786,yes,7,augmented,flipD-hue,train
aug_hue_5216-20-04_08_2020_b0s2c0x208924-2776y20872-2080m26.tiff,yes,13.030012,no,0,augmented,hue,train
aug_flipD-contrst_Part-two_b0s4c0x165517-2776y67172-2080m21.tiff,yes,14.856226,yes,3,augmented,flipD-contrst,train
aug_flipH_5216-20-04_08_2020_b0s2c0x203928-2776y33976-2080m76.tiff,yes,10.599544,no,0,augmented,flipH,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s2c0x216420-2776y30232-2080m66.tiff,yes,13.261416,no,0,augmented,flipH-hue-contrst,train
aug_flipV_5216-20-04_08_2020_b0s0c0x14991-2776y41184-2080m229.tiff,yes,10.988342,no,0,augmented,flipV,train
Part-two_b0s0c0x29981-2776y13104-2080m57.tiff,yes,14.109552,no,0,original,original,train
5216-20-04_08_2020_b0s1c0x188607-2776y6118-2080m20.tiff,yes,13.659034,no,0,original,original,train
aug_flipV_Part-two_b0s0c0x29981-2776y24336-2080m137.tiff,yes,14.10668,no,0,augmented,flipV,train
aug_flipD-contrst_5216-20-04_08_2020_b0s2c0x206426-2776y33976-2080m77.tiff,yes,12.088234,no,0,augmented,flipD-contrst,train
aug_flipV-hue-contrst_Part-two_b0s1c0x52658-2776y61140-2080m201.tiff,yes,15.183072,no,0,augmented,flipV-hue-contrst,train
aug_flipV-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y16848-2080m77.tiff,yes,13.76122,no,0,augmented,flipV-contrst,train
aug_flipH-hue_Part-two_b0s0c0x24984-2776y26208-2080m149.tiff,yes,14.018498,no,0,augmented,flipH-hue,train
aug_flipV-hue_5216-20-04_08_2020_b0s0c0x14991-2776y7488-2080m29.tiff,yes,12.39616,yes,4,augmented,flipV-hue,train
aug_flipH-contrst_Part-two_b0s1c0x40166-2776y64884-2080m221.tiff,yes,15.005786,no,0,augmented,flipH-contrst,train
Part-two_b0s0c0x24984-2776y0-2080m1.tiff,yes,13.185996,no,0,original,original,train
Part-two_b0s0c0x14990-2776y37440-2080m226.tiff,yes,13.607054,no,0,original,original,train
aug_flipD_Part-two_b0s1c0x52658-2776y44292-2080m90.tiff,yes,14.178402,no,0,augmented,flipD,train
aug_flipD_Part-two_b0s4c0x155523-2776y67172-2080m17.tiff,yes,14.088104,no,0,augmented,flipD,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x27483-2776y28080-2080m151.tiff,yes,10.85922,no,0,augmented,flipH-hue,train
aug_flipV-contrst_Part-two_b0s1c0x40166-2776y66756-2080m232.tiff,yes,14.896416,no,0,augmented,flipV-contrst,train
aug_flipV-hue_Part-two_b0s0c0x24984-2776y11232-2080m45.tiff,yes,13.49184,no,0,augmented,flipV-hue,train
aug_hue-contrst_Part-two_b0s1c0x42664-2776y66756-2080m233.tiff,yes,15.095548,no,0,augmented,hue-contrst,train
aug_flipD-contrst_Part-two_b0s1c0x45163-2776y68628-2080m242.tiff,yes,14.858474,no,0,augmented,flipD-contrst,train
aug_flipV-hue_Part-two_b0s0c0x24984-2776y9360-2080m36.tiff,yes,13.498158,no,0,augmented,flipV-hue,train
aug_hue-contrst_Part-two_b0s0c0x29981-2776y46800-2080m309.tiff,yes,15.384224,no,0,augmented,hue-contrst,train
aug_flipV-hue_Part-two_b0s4c0x160520-2776y74660-2080m65.tiff,yes,13.700202,no,0,augmented,flipV-hue,train
aug_flipH-contrst_Part-two_b0s0c0x24984-2776y20592-2080m109.tiff,yes,15.227288,no,0,augmented,flipH-contrst,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s2c0x206426-2776y33976-2080m77.tiff,yes,13.231954,no,0,augmented,flipH-hue-contrst,train
Part-two_b0s0c0x12492-2776y37440-2080m225.tiff,yes,13.391,no,0,original,original,train
aug_flipH-contrst_5216-20-04_08_2020_b0s1c0x198601-2776y19222-2080m87.tiff,yes,12.18243,no,0,augmented,flipH-contrst,train
aug_flipD-contrst_Part-two_b0s0c0x0-2776y50544-2080m321.tiff,yes,14.860398,no,0,augmented,flipD-contrst,train
aug_flipH-hue-contrst_Part-two_b0s0c0x19987-2776y16848-2080m79.tiff,yes,15.270866,no,0,augmented,flipH-hue-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s3c0x47355-2776y21840-2080m28.tiff,yes,14.644678,no,0,augmented,flipV-hue-contrst,train
aug_hue_Part-two_b0s0c0x34978-2776y13104-2080m59.tiff,yes,13.63359,no,0,augmented,hue,train
aug_flipV-hue_Part-two_b0s4c0x175511-2776y76532-2080m84.tiff,yes,14.229064,no,0,augmented,flipV-hue,train
aug_flipD-hue_5216-20-04_08_2020_b0s3c0x39859-2776y27456-2080m46.tiff,yes,12.697106,no,0,augmented,flipD-hue,train
aug_flipD-contrst_5216-20-04_08_2020_b0s0c0x29981-2776y9360-2080m44.tiff,yes,13.219078,no,0,augmented,flipD-contrst,train
aug_flipV_Part-two_b0s1c0x35169-2776y61140-2080m194.tiff,yes,14.167444,no,0,augmented,flipV,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s1c0x193604-2776y24838-2080m119.tiff,yes,13.393626,no,0,augmented,flipH-hue-contrst,train
aug_contrst_Part-two_b0s0c0x0-2776y43056-2080m267.tiff,yes,15.044194,yes,2,augmented,contrst,train
aug_contrst_Part-two_b0s2c0x181482-2776y61832-2080m29.tiff,yes,14.76868,no,0,augmented,contrst,train
aug_flipV-hue_5216-20-04_08_2020_b0s0c0x14991-2776y20592-2080m96.tiff,yes,13.061334,no,0,augmented,flipV-hue,train
aug_flipV-hue-contrst_Part-two_b0s0c0x12492-2776y39312-2080m240.tiff,yes,15.267742,no,0,augmented,flipV-hue-contrst,train
aug_flipD_Part-two_b0s1c0x32671-2776y61140-2080m193.tiff,yes,14.000366,no,0,augmented,flipD,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s0c0x14991-2776y18720-2080m85.tiff,yes,14.27717,no,0,augmented,flipD-hue-contrst,train
aug_hue_5216-20-04_08_2020_b0s0c0x0-2776y24336-2080m115.tiff,yes,10.941804,no,0,augmented,hue,train
aug_flipV-hue-contrst_Part-two_b0s0c0x2499-2776y43056-2080m268.tiff,yes,15.406732,yes,2,augmented,flipV-hue-contrst,train
aug_hue_5216-20-04_08_2020_b0s1c0x188607-2776y28582-2080m140.tiff,yes,13.611846,no,0,augmented,hue,train
aug_flipV-contrst_Part-two_b0s0c0x37476-2776y33696-2080m209.tiff,yes,14.866076,no,0,augmented,flipV-contrst,train
aug_contrst_5216-20-04_08_2020_b0s1c0x176115-2776y21094-2080m88.tiff,yes,12.865192,no,0,augmented,contrst,train
Part-two_b0s4c0x175511-2776y84020-2080m125.tiff,yes,13.22167,no,0,original,original,train
aug_flipD-hue-contrst_Part-two_b0s0c0x34978-2776y5616-2080m25.tiff,yes,15.315392,no,0,augmented,flipD-hue-contrst,train
aug_flipD-contrst_5216-20-04_08_2020_b0s3c0x47355-2776y25584-2080m42.tiff,yes,13.952752,no,0,augmented,flipD-contrst,train
aug_flipD_Part-two_b0s1c0x60153-2776y34932-2080m48.tiff,yes,14.021322,no,0,augmented,flipD,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s0c0x9994-2776y24336-2080m119.tiff,yes,13.859304,yes,2,augmented,flipV-hue-contrst,train
aug_flipV-hue_Part-two_b0s4c0x175511-2776y69044-2080m35.tiff,yes,13.643302,no,0,augmented,flipV-hue,train
aug_flipD_5216-20-04_08_2020_b0s2c0x206426-2776y17128-2080m11.tiff,yes,10.487956,no,0,augmented,flipD,train
aug_flipD-hue-contrst_Part-two_b0s1c0x37668-2776y51780-2080m126.tiff,yes,15.319042,yes,3,augmented,flipD-hue-contrst,train
aug_flipV-hue_5216-20-04_08_2020_b0s1c0x193604-2776y36070-2080m189.tiff,yes,11.201984,no,0,augmented,flipV-hue,train
aug_flipH-contrst_5216-20-04_08_2020_b0s3c0x52351-2776y14352-2080m4.tiff,yes,11.80925,no,0,augmented,flipH-contrst,train
aug_flipV_5216-20-04_08_2020_b0s3c0x37361-2776y31200-2080m61.tiff,yes,11.827156,no,0,augmented,flipV,train
aug_hue_5216-20-04_08_2020_b0s0c0x12492-2776y31824-2080m170.tiff,yes,13.377126,no,0,augmented,hue,train
5216-20-04_08_2020_b0s0c0x22486-2776y11232-2080m50.tiff,yes,13.701732,no,0,original,original,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s0c0x24984-2776y1872-2080m9.tiff,yes,12.987222,no,0,augmented,flipD-hue-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x186109-2776y28582-2080m139.tiff,yes,14.086436,no,0,augmented,flipV-hue-contrst,train
aug_contrst_Part-two_b0s4c0x153025-2776y72788-2080m50.tiff,yes,14.878878,no,0,augmented,contrst,train
aug_contrst_5216-20-04_08_2020_b0s0c0x4997-2776y33696-2080m180.tiff,yes,13.739732,yes,2,augmented,contrst,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s1c0x171118-2776y30454-2080m145.tiff,yes,14.015144,no,0,augmented,flipD-hue-contrst,train
aug_flipD_Part-two_b0s1c0x47662-2776y59268-2080m186.tiff,yes,14.166308,no,0,augmented,flipD,train
aug_flipH-contrst_Part-two_b0s1c0x70147-2776y33060-2080m43.tiff,yes,14.869526,no,0,augmented,flipH-contrst,train
aug_flipH_5216-20-04_08_2020_b0s0c0x27483-2776y5616-2080m25.tiff,yes,10.416508,no,0,augmented,flipH,train
aug_hue-contrst_Part-two_b0s0c0x0-2776y44928-2080m282.tiff,yes,15.342852,yes,3,augmented,hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s1c0x191106-2776y502-2080m3.tiff,yes,10.982638,no,0,augmented,flipH-hue,train
aug_contrst_5216-20-04_08_2020_b0s2c0x206426-2776y20872-2080m25.tiff,yes,12.331148,no,0,augmented,contrst,train
aug_flipD-hue-contrst_Part-two_b0s0c0x24984-2776y9360-2080m36.tiff,yes,15.359268,no,0,augmented,flipD-hue-contrst,train
aug_flipD-contrst_Part-two_b0s2c0x181482-2776y61832-2080m29.tiff,yes,14.793452,no,0,augmented,flipD-contrst,train
aug_flipV-hue-contrst_Part-two_b0s2c0x201470-2776y59960-2080m27.tiff,yes,15.562216,no,0,augmented,flipV-hue-contrst,train
Part-two_b0s0c0x22486-2776y43056-2080m276.tiff,yes,13.989532,yes,1,original,original,train
aug_flipD-hue_Part-two_b0s0c0x34978-2776y35568-2080m220.tiff,yes,14.036556,no,0,augmented,flipD-hue,train
aug_contrst_Part-two_b0s0c0x32479-2776y31824-2080m194.tiff,yes,15.384466,no,0,augmented,contrst,train
aug_flipV_Part-two_b0s2c0x188978-2776y56216-2080m2.tiff,yes,13.958632,no,0,augmented,flipV,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s3c0x47355-2776y27456-2080m49.tiff,yes,14.22769,no,0,augmented,flipD-hue-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x188607-2776y26710-2080m129.tiff,yes,14.129074,no,0,augmented,flipV-hue-contrst,train
aug_flipD-hue-contrst_Part-two_b0s0c0x19987-2776y16848-2080m79.tiff,yes,15.270884,no,0,augmented,flipD-hue-contrst,train
aug_flipD-contrst_Part-two_b0s1c0x57655-2776y42420-2080m83.tiff,yes,15.032906,no,0,augmented,flipD-contrst,train
Part-two_b0s0c0x19987-2776y28080-2080m161.tiff,yes,14.026496,no,0,original,original,train
aug_flipD-hue_5216-20-04_08_2020_b0s0c0x27483-2776y20592-2080m101.tiff,yes,13.50416,no,0,augmented,flipD-hue,train
aug_flipD-hue-contrst_Part-two_b0s1c0x60153-2776y59268-2080m191.tiff,yes,15.38696,no,0,augmented,flipD-hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s3c0x47355-2776y25584-2080m42.tiff,yes,12.880072,no,0,augmented,flipH-hue,train
aug_flipV-contrst_Part-two_b0s2c0x198971-2776y56216-2080m6.tiff,yes,15.261736,no,0,augmented,flipV-contrst,train
aug_flipH-contrst_Part-two_b0s0c0x14990-2776y33696-2080m200.tiff,yes,14.872178,no,0,augmented,flipH-contrst,train
aug_flipV-contrst_5216-20-04_08_2020_b0s0c0x27483-2776y13104-2080m61.tiff,yes,13.957618,no,0,augmented,flipV-contrst,train
aug_flipD_5216-20-04_08_2020_b0s0c0x7495-2776y28080-2080m143.tiff,yes,12.383552,yes,4,augmented,flipD,train
aug_flipV-contrst_5216-20-04_08_2020_b0s0c0x32480-2776y5616-2080m27.tiff,yes,11.841676,no,0,augmented,flipV-contrst,train
aug_hue-contrst_Part-two_b0s4c0x178009-2776y69044-2080m36.tiff,yes,15.20709,no,0,augmented,hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s3c0x37361-2776y31200-2080m61.tiff,yes,11.958144,no,0,augmented,flipH-hue,train
Part-two_b0s1c0x32671-2776y64884-2080m218.tiff,yes,13.389942,yes,1,original,original,train
aug_contrst_5216-20-04_08_2020_b0s2c0x208924-2776y24616-2080m40.tiff,yes,13.94851,no,0,augmented,contrst,train
aug_flipD-hue_Part-two_b0s0c0x19987-2776y16848-2080m79.tiff,yes,14.005714,no,0,augmented,flipD-hue,train
aug_hue-contrst_Part-two_b0s1c0x42664-2776y57396-2080m170.tiff,yes,15.364896,no,0,augmented,hue-contrst,train
aug_flipV_Part-two_b0s0c0x14990-2776y43056-2080m273.tiff,yes,13.969716,yes,3,augmented,flipV,train
aug_flipH-contrst_5216-20-04_08_2020_b0s0c0x12492-2776y3744-2080m11.tiff,yes,11.882102,no,0,augmented,flipH-contrst,train
aug_flipH_Part-two_b0s0c0x27483-2776y7488-2080m29.tiff,yes,13.334112,no,0,augmented,flipH,train
aug_flipV-contrst_Part-two_b0s2c0x201470-2776y63704-2080m44.tiff,yes,15.012574,yes,1,augmented,flipV-contrst,train
aug_hue_Part-two_b0s0c0x32479-2776y7488-2080m31.tiff,yes,14.028246,no,0,augmented,hue,train
Part-two_b0s1c0x50160-2776y46164-2080m97.tiff,yes,14.138934,no,0,original,original,train
aug_flipV-contrst_Part-two_b0s0c0x32479-2776y26208-2080m152.tiff,yes,15.355288,no,0,augmented,flipV-contrst,train
aug_flipV-hue_Part-two_b0s1c0x55157-2776y57396-2080m175.tiff,yes,13.850284,no,0,augmented,flipV-hue,train
aug_flipD_Part-two_b0s1c0x67648-2776y33060-2080m42.tiff,yes,13.292932,no,0,augmented,flipD,train
aug_hue_Part-two_b0s1c0x52658-2776y59268-2080m188.tiff,yes,13.815464,yes,2,augmented,hue,train
aug_flipD-contrst_5216-20-04_08_2020_b0s0c0x9994-2776y37440-2080m207.tiff,yes,13.736294,yes,3,augmented,flipD-contrst,train
5216-20-04_08_2020_b0s1c0x183610-2776y6118-2080m18.tiff,yes,13.1657,no,0,original,original,train
Part-two_b0s0c0x29981-2776y7488-2080m30.tiff,yes,13.946532,yes,2,original,original,train
aug_flipH-contrst_Part-two_b0s1c0x62652-2776y48036-2080m112.tiff,yes,14.86804,no,0,augmented,flipH-contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s2c0x206426-2776y17128-2080m11.tiff,yes,13.2784,no,0,augmented,hue-contrst,train
aug_hue_5216-20-04_08_2020_b0s0c0x27483-2776y16848-2080m80.tiff,yes,13.760366,no,0,augmented,hue,train
Part-two_b0s0c0x7495-2776y29952-2080m170.tiff,yes,13.207776,no,0,original,original,train
aug_flipH-hue-contrst_Part-two_b0s0c0x4997-2776y46800-2080m299.tiff,yes,15.380636,no,0,augmented,flipH-hue-contrst,train
aug_flipV_Part-two_b0s0c0x29981-2776y18720-2080m97.tiff,yes,14.033112,no,0,augmented,flipV,train
aug_flipD_5216-20-04_08_2020_b0s0c0x17489-2776y9360-2080m39.tiff,yes,13.325726,no,0,augmented,flipD,train
aug_flipD_Part-two_b0s0c0x14990-2776y24336-2080m131.tiff,yes,14.159192,no,0,augmented,flipD,train
aug_flipD_5216-20-04_08_2020_b0s3c0x49853-2776y19968-2080m22.tiff,yes,12.777964,no,0,augmented,flipD,train
aug_flipH_Part-two_b0s1c0x32671-2776y61140-2080m193.tiff,yes,14.000366,no,0,augmented,flipH,train
aug_hue_Part-two_b0s1c0x52658-2776y25572-2080m5.tiff,yes,13.483448,no,0,augmented,hue,train
aug_flipH-hue-contrst_Part-two_b0s1c0x62652-2776y51780-2080m136.tiff,yes,15.376052,no,0,augmented,flipH-hue-contrst,train
aug_hue_Part-two_b0s0c0x29981-2776y20592-2080m111.tiff,yes,14.11087,no,0,augmented,hue,train
aug_flipH_5216-20-04_08_2020_b0s0c0x24984-2776y5616-2080m24.tiff,yes,11.937482,no,0,augmented,flipH,train
aug_flipH-contrst_Part-two_b0s4c0x175511-2776y63428-2080m6.tiff,yes,14.877584,no,0,augmented,flipH-contrst,train
aug_flipH_5216-20-04_08_2020_b0s3c0x52351-2776y19968-2080m23.tiff,yes,11.634954,no,0,augmented,flipH,train
aug_flipH-hue-contrst_Part-two_b0s0c0x37476-2776y33696-2080m209.tiff,yes,15.347058,no,0,augmented,flipH-hue-contrst,train
aug_flipH_5216-20-04_08_2020_b0s0c0x7495-2776y33696-2080m181.tiff,yes,13.077454,yes,2,augmented,flipH,train
aug_flipD-contrst_5216-20-04_08_2020_b0s1c0x171118-2776y26710-2080m122.tiff,yes,12.981716,yes,9,augmented,flipD-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x0-2776y35568-2080m191.tiff,yes,10.903604,no,0,augmented,flipH-hue,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s3c0x44856-2776y23712-2080m34.tiff,yes,14.138414,no,0,augmented,flipV-hue-contrst,train
aug_flipV_Part-two_b0s4c0x153025-2776y74660-2080m62.tiff,yes,13.223372,no,0,augmented,flipV,train
aug_flipH-hue-contrst_Part-two_b0s1c0x57655-2776y64884-2080m228.tiff,yes,15.382206,no,0,augmented,flipH-hue-contrst,train
aug_flipH_Part-two_b0s1c0x47662-2776y48036-2080m106.tiff,yes,13.242188,no,0,augmented,flipH,train
aug_hue-contrst_Part-two_b0s0c0x14990-2776y26208-2080m145.tiff,yes,15.255178,no,0,augmented,hue-contrst,train
5216-20-04_08_2020_b0s1c0x181112-2776y19222-2080m80.tiff,yes,13.429946,no,0,original,original,train
aug_flipV_Part-two_b0s0c0x7495-2776y48672-2080m313.tiff,yes,13.207624,no,0,augmented,flipV,train
aug_flipH_Part-two_b0s0c0x12492-2776y43056-2080m272.tiff,yes,14.04029,yes,2,augmented,flipH,train
5216-20-04_08_2020_b0s0c0x9994-2776y20592-2080m94.tiff,yes,10.907818,no,0,original,original,train
aug_hue-contrst_Part-two_b0s0c0x37476-2776y13104-2080m60.tiff,yes,15.38842,no,0,augmented,hue-contrst,train
aug_contrst_5216-20-04_08_2020_b0s1c0x173617-2776y26710-2080m123.tiff,yes,13.324748,yes,2,augmented,contrst,train
aug_flipH-contrst_5216-20-04_08_2020_b0s0c0x32480-2776y9360-2080m45.tiff,yes,11.920324,no,0,augmented,flipH-contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s2c0x218918-2776y26488-2080m51.tiff,yes,13.213928,no,0,augmented,hue-contrst,train
Part-two_b0s0c0x32479-2776y26208-2080m152.tiff,yes,13.986202,no,0,original,original,train
aug_hue_5216-20-04_08_2020_b0s0c0x12492-2776y41184-2080m228.tiff,yes,11.05225,no,0,augmented,hue,train
aug_flipV-hue-contrst_Part-two_b0s4c0x173012-2776y82148-2080m118.tiff,yes,14.910628,no,0,augmented,flipV-hue-contrst,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s0c0x14991-2776y35568-2080m197.tiff,yes,13.98736,yes,1,augmented,flipH-hue-contrst,train
aug_flipD-hue_5216-20-04_08_2020_b0s1c0x191106-2776y34198-2080m177.tiff,yes,12.445444,no,0,augmented,flipD-hue,train
aug_hue-contrst_5216-20-04_08_2020_b0s1c0x183610-2776y2374-2080m5.tiff,yes,13.726128,no,0,augmented,hue-contrst,train
aug_hue-contrst_Part-two_b0s0c0x27483-2776y16848-2080m82.tiff,yes,15.160188,no,0,augmented,hue-contrst,train
aug_flipH-contrst_Part-two_b0s0c0x39975-2776y31824-2080m197.tiff,yes,14.86976,no,0,augmented,flipH-contrst,train
Part-two_b0s1c0x57655-2776y29316-2080m21.tiff,yes,14.012024,no,0,original,original,train
Part-two_b0s2c0x193974-2776y56216-2080m4.tiff,yes,13.670656,no,0,original,original,train
Part-two_b0s0c0x0-2776y41184-2080m251.tiff,yes,13.35434,no,0,original,original,train
aug_flipD-hue_5216-20-04_08_2020_b0s2c0x208924-2776y30232-2080m63.tiff,yes,12.44425,yes,3,augmented,flipD-hue,train
aug_hue_5216-20-04_08_2020_b0s3c0x47355-2776y21840-2080m28.tiff,yes,13.545702,no,0,augmented,hue,train
aug_hue-contrst_Part-two_b0s0c0x17489-2776y37440-2080m227.tiff,yes,15.161282,no,0,augmented,hue-contrst,train
aug_flipH_Part-two_b0s1c0x55157-2776y53652-2080m147.tiff,yes,14.175554,no,0,augmented,flipH,train
aug_contrst_Part-two_b0s0c0x19987-2776y9360-2080m34.tiff,yes,14.853754,no,0,augmented,contrst,train
aug_hue_Part-two_b0s0c0x24984-2776y18720-2080m95.tiff,yes,14.150266,no,0,augmented,hue,train
aug_flipV-hue_5216-20-04_08_2020_b0s0c0x7495-2776y24336-2080m118.tiff,yes,10.852118,no,0,augmented,flipV-hue,train
aug_flipH-contrst_Part-two_b0s0c0x7495-2776y20592-2080m102.tiff,yes,14.861258,no,0,augmented,flipH-contrst,train
aug_flipD_Part-two_b0s0c0x24984-2776y26208-2080m149.tiff,yes,14.038852,no,0,augmented,flipD,train
aug_flipH-contrst_5216-20-04_08_2020_b0s2c0x211423-2776y15256-2080m7.tiff,yes,13.424372,no,0,augmented,flipH-contrst,train
aug_flipH-contrst_Part-two_b0s4c0x160520-2776y70916-2080m41.tiff,yes,15.14355,no,0,augmented,flipH-contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s2c0x218918-2776y30232-2080m67.tiff,yes,13.302118,no,0,augmented,hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x12492-2776y35568-2080m196.tiff,yes,12.971184,yes,1,augmented,flipH-hue,train
aug_hue-contrst_Part-two_b0s0c0x39975-2776y28080-2080m169.tiff,yes,15.385966,no,0,augmented,hue-contrst,train
5216-20-04_08_2020_b0s1c0x191106-2776y19222-2080m84.tiff,yes,13.344312,no,0,original,original,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x181112-2776y11734-2080m43.tiff,yes,13.90963,no,0,augmented,flipV-hue-contrst,train
aug_flipD_Part-two_b0s4c0x180507-2776y70916-2080m49.tiff,yes,13.982616,no,0,augmented,flipD,train
aug_hue-contrst_5216-20-04_08_2020_b0s1c0x191106-2776y19222-2080m84.tiff,yes,13.99803,no,0,augmented,hue-contrst,train
aug_flipD_Part-two_b0s1c0x40166-2776y66756-2080m232.tiff,yes,13.887782,no,0,augmented,flipD,train
aug_flipV_5216-20-04_08_2020_b0s2c0x208924-2776y15256-2080m6.tiff,yes,10.510434,no,0,augmented,flipV,train
aug_flipV-hue_Part-two_b0s1c0x30173-2776y64884-2080m217.tiff,yes,13.491774,no,0,augmented,flipV-hue,train
aug_flipD-contrst_5216-20-04_08_2020_b0s0c0x12492-2776y22464-2080m106.tiff,yes,13.944962,no,0,augmented,flipD-contrst,train
aug_flipV-hue-contrst_Part-two_b0s0c0x7495-2776y48672-2080m313.tiff,yes,15.365,no,0,augmented,flipV-hue-contrst,train
aug_flipV-contrst_Part-two_b0s0c0x19987-2776y44928-2080m290.tiff,yes,15.219462,yes,2,augmented,flipV-contrst,train
