filename,seen,file_size_mb,n_instances,dataset_location
Part-one_b0s1c0x315264-2776y27579-2080m94.tiff,no,14.951646,0,unseen
Experiment-112_b0s4c0x2498-2776y113554-2080m110.tiff,no,10.05075,0,unseen
Part-one_b0s2c0x4996-2776y55257-2080m224.tiff,no,13.70709,0,unseen
Experiment-112_b0s0c0x384925-2776y9360-2080m46.tiff,no,11.573026,0,unseen
Part-one_b0s1c0x330255-2776y36939-2080m162.tiff,no,15.167234,0,unseen
Experiment-112_b0s1c0x421293-2776y19771-2080m34.tiff,no,12.844358,0,unseen
Part-one_b0s1c0x317763-2776y21963-2080m54.tiff,no,15.367572,0,unseen
Experiment-112_b0s0c0x387423-2776y13104-2080m69.tiff,no,11.95894,0,unseen
Experiment-112_b0s1c0x426289-2776y23515-2080m56.tiff,no,12.504908,0,unseen
Part-one_b0s1c0x335251-2776y21963-2080m61.tiff,no,14.625464,0,unseen
Experiment-112_b0s2c0x193997-2776y91889-2080m95.tiff,no,9.855346,0,unseen
Experiment-112_b0s1c0x408800-2776y29131-2080m84.tiff,no,10.076042,0,unseen
Experiment-112_b0s1c0x416296-2776y32875-2080m111.tiff,no,10.45067,0,unseen
Experiment-112_b0s4c0x7495-2776y94834-2080m2.tiff,no,9.989404,0,unseen
Experiment-112_b0s0c0x402414-2776y11232-2080m64.tiff,no,12.548814,0,unseen
Experiment-112_b0s2c0x193997-2776y82529-2080m38.tiff,no,12.675386,0,unseen
Part-one_b0s1c0x327756-2776y16347-2080m14.tiff,no,14.374748,0,unseen
Experiment-112_b0s5c0x31118-2776y123443-2080m66.tiff,no,12.11505,0,unseen
Experiment-112_b0s5c0x48607-2776y117827-2080m39.tiff,no,12.825644,0,unseen
Experiment-112_b0s2c0x186501-2776y103121-2080m138.tiff,no,10.265352,0,unseen
Experiment-112_b0s5c0x28619-2776y121571-2080m53.tiff,no,10.545706,0,unseen
Part-one_b0s2c0x14990-2776y32793-2080m65.tiff,no,13.710966,0,unseen
Part-one_b0s0c0x294675-2776y22464-2080m110.tiff,no,15.263928,0,unseen
Part-one_b0s2c0x34977-2776y45897-2080m169.tiff,no,13.691992,0,unseen
Experiment-112_b0s0c0x402414-2776y20592-2080m119.tiff,no,11.134414,0,unseen
Part-one_b0s2c0x12492-2776y32793-2080m64.tiff,no,13.749868,0,unseen
Experiment-112_b0s0c0x399916-2776y9360-2080m52.tiff,no,12.936066,0,unseen
Part-one_b0s0c0x307167-2776y5616-2080m31.tiff,no,15.276522,0,unseen
Experiment-112_b0s4c0x14990-2776y109810-2080m94.tiff,no,12.610314,0,unseen
Part-one_b0s1c0x310267-2776y42555-2080m193.tiff,no,14.9969,0,unseen
Experiment-112_b0s2c0x179006-2776y101249-2080m129.tiff,no,13.045286,0,unseen
Part-one_b0s1c0x342746-2776y16347-2080m20.tiff,no,15.380188,0,unseen
Part-one_b0s1c0x335251-2776y35067-2080m151.tiff,no,15.456014,0,unseen
Experiment-112_b0s2c0x189000-2776y78785-2080m13.tiff,no,9.87275,0,unseen
Part-one_b0s0c0x297173-2776y33696-2080m156.tiff,no,14.35481,0,unseen
Experiment-112_b0s2c0x181505-2776y99377-2080m123.tiff,no,13.039246,0,unseen
Part-one_b0s2c0x32479-2776y29049-2080m50.tiff,no,13.704448,0,unseen
Part-one_b0s0c0x297173-2776y14976-2080m81.tiff,no,14.037726,0,unseen
Experiment-112_b0s2c0x186501-2776y88145-2080m70.tiff,no,13.034198,0,unseen
Experiment-112_b0s3c0x213316-2776y108537-2080m102.tiff,no,13.190376,0,unseen
Experiment-112_b0s3c0x223310-2776y95433-2080m25.tiff,no,10.16972,0,unseen
Experiment-112_b0s4c0x19987-2776y96706-2080m13.tiff,no,10.149056,0,unseen
Part-one_b0s2c0x2498-2776y44025-2080m142.tiff,no,13.695698,0,unseen
Experiment-112_b0s1c0x413798-2776y21643-2080m41.tiff,no,9.825858,0,unseen
Experiment-112_b0s1c0x428788-2776y34747-2080m127.tiff,no,9.91721,0,unseen
Experiment-112_b0s5c0x46108-2776y108467-2080m1.tiff,no,10.301052,0,unseen
Part-one_b0s1c0x330255-2776y42555-2080m201.tiff,no,15.0759,0,unseen
Experiment-112_b0s0c0x397417-2776y1872-2080m9.tiff,no,11.540654,0,unseen
Part-one_b0s2c0x7495-2776y45897-2080m158.tiff,no,13.901148,0,unseen
Experiment-112_b0s1c0x416296-2776y19771-2080m32.tiff,no,10.36164,0,unseen
Experiment-112_b0s2c0x184003-2776y91889-2080m91.tiff,no,12.857248,0,unseen
Part-one_b0s2c0x14990-2776y23433-2080m19.tiff,no,13.709498,0,unseen
Experiment-112_b0s2c0x186501-2776y104993-2080m144.tiff,no,9.856834,0,unseen
Part-one_b0s0c0x289678-2776y22464-2080m108.tiff,no,14.984252,0,unseen
Part-one_b0s1c0x317763-2776y27579-2080m95.tiff,no,14.831054,0,unseen
Experiment-112_b0s0c0x389922-2776y11232-2080m59.tiff,no,12.600218,0,unseen
Part-one_b0s1c0x340248-2776y18219-2080m33.tiff,no,14.573776,0,unseen
Experiment-112_b0s5c0x46108-2776y136547-2080m150.tiff,no,10.512748,0,unseen
Experiment-112_b0s3c0x223310-2776y119769-2080m166.tiff,no,10.445278,0,unseen
Experiment-112_b0s0c0x389922-2776y1872-2080m6.tiff,no,10.244072,0,unseen
Part-one_b0s2c0x24984-2776y55257-2080m232.tiff,no,13.862544,0,unseen
Experiment-112_b0s1c0x421293-2776y31003-2080m101.tiff,no,12.031308,0,unseen
Part-one_b0s0c0x292177-2776y41184-2080m185.tiff,no,14.796514,0,unseen
Part-one_b0s0c0x294675-2776y41184-2080m186.tiff,no,14.59216,0,unseen
Part-one_b0s2c0x19987-2776y19689-2080m7.tiff,no,13.749414,0,unseen
Part-one_b0s0c0x302170-2776y13104-2080m72.tiff,no,14.134158,0,unseen
Experiment-112_b0s0c0x392421-2776y24336-2080m135.tiff,no,11.8554,0,unseen
Experiment-112_b0s3c0x210818-2776y106665-2080m88.tiff,no,12.970966,0,unseen
Experiment-112_b0s0c0x397417-2776y9360-2080m51.tiff,no,12.701102,0,unseen
Part-one_b0s1c0x315264-2776y20091-2080m38.tiff,no,14.730726,0,unseen
Experiment-112_b0s1c0x431286-2776y29131-2080m93.tiff,no,11.758502,0,unseen
Experiment-112_b0s1c0x418794-2776y12283-2080m5.tiff,no,10.052612,0,unseen
Experiment-112_b0s1c0x418794-2776y17899-2080m25.tiff,no,11.470864,0,unseen
Part-one_b0s0c0x299672-2776y5616-2080m28.tiff,no,15.285644,0,unseen
Experiment-112_b0s2c0x176508-2776y91889-2080m88.tiff,no,13.02805,0,unseen
Part-one_b0s1c0x325258-2776y25707-2080m86.tiff,no,14.518868,0,unseen
Experiment-112_b0s5c0x33616-2776y117827-2080m33.tiff,no,12.049164,0,unseen
Experiment-112_b0s5c0x48607-2776y138419-2080m157.tiff,no,10.07838,0,unseen
Experiment-112_b0s3c0x205821-2776y106665-2080m86.tiff,no,13.254918,0,unseen
Part-one_b0s1c0x325258-2776y35067-2080m147.tiff,no,14.685632,0,unseen
Experiment-112_b0s3c0x210818-2776y117897-2080m155.tiff,no,10.308162,0,unseen
Part-one_b0s0c0x294675-2776y33696-2080m155.tiff,no,15.109676,0,unseen
Part-one_b0s2c0x27482-2776y36537-2080m98.tiff,no,13.906894,0,unseen
Part-one_b0s2c0x24984-2776y19689-2080m9.tiff,no,13.715328,0,unseen
Experiment-112_b0s5c0x33616-2776y121571-2080m55.tiff,no,11.89299,0,unseen
Part-one_b0s1c0x315264-2776y42555-2080m195.tiff,no,15.072994,0,unseen
Experiment-112_b0s3c0x215814-2776y93561-2080m13.tiff,no,12.600976,0,unseen
Experiment-112_b0s5c0x41111-2776y129059-2080m106.tiff,no,13.114666,0,unseen
Experiment-112_b0s3c0x228307-2776y106665-2080m95.tiff,no,9.760752,0,unseen
Experiment-112_b0s1c0x431286-2776y36619-2080m136.tiff,no,10.054942,0,unseen
Part-one_b0s1c0x332753-2776y25707-2080m89.tiff,no,13.737492,0,unseen
Part-one_b0s0c0x292177-2776y37440-2080m170.tiff,no,15.026176,0,unseen
Experiment-112_b0s5c0x51105-2776y117827-2080m40.tiff,no,11.864462,0,unseen
Part-one_b0s1c0x325258-2776y48171-2080m238.tiff,no,15.026358,0,unseen
Experiment-112_b0s0c0x387423-2776y22464-2080m123.tiff,no,11.484314,0,unseen
Experiment-112_b0s2c0x193997-2776y84401-2080m50.tiff,no,13.135356,0,unseen
Experiment-112_b0s4c0x7495-2776y119170-2080m135.tiff,no,12.571554,0,unseen
Part-one_b0s0c0x302170-2776y11232-2080m61.tiff,no,15.235894,0,unseen
Experiment-112_b0s2c0x176508-2776y101249-2080m128.tiff,no,10.94345,0,unseen
Part-one_b0s1c0x312766-2776y29451-2080m103.tiff,no,15.096768,0,unseen
Part-one_b0s2c0x27482-2776y17817-2080m4.tiff,no,13.706508,0,unseen
Experiment-112_b0s2c0x184003-2776y86273-2080m58.tiff,no,12.886714,0,unseen
Experiment-112_b0s1c0x433785-2776y27259-2080m82.tiff,no,12.53106,0,unseen
Experiment-112_b0s2c0x184003-2776y80657-2080m22.tiff,no,12.845736,0,unseen
Part-one_b0s2c0x7495-2776y47769-2080m172.tiff,no,13.98847,0,unseen
Experiment-112_b0s2c0x174010-2776y80657-2080m18.tiff,no,10.382072,0,unseen
Experiment-112_b0s5c0x41111-2776y114083-2080m17.tiff,no,10.174484,0,unseen
Experiment-112_b0s1c0x431286-2776y14155-2080m16.tiff,no,9.788248,0,unseen
Experiment-112_b0s3c0x213316-2776y99177-2080m42.tiff,no,12.38838,0,unseen
Part-one_b0s1c0x337750-2776y48171-2080m243.tiff,no,13.742276,0,unseen
Experiment-112_b0s2c0x174010-2776y95633-2080m105.tiff,no,9.86804,0,unseen
Experiment-112_b0s4c0x7495-2776y111682-2080m102.tiff,no,12.866566,0,unseen
Experiment-112_b0s3c0x203322-2776y99177-2080m38.tiff,no,11.93224,0,unseen
Part-one_b0s2c0x4996-2776y32793-2080m61.tiff,no,13.698902,0,unseen
Part-one_b0s1c0x335251-2776y46299-2080m229.tiff,no,13.818016,0,unseen
Experiment-112_b0s0c0x389922-2776y28080-2080m149.tiff,no,10.20322,0,unseen
Experiment-112_b0s5c0x33616-2776y134675-2080m135.tiff,no,9.907488,0,unseen
Experiment-112_b0s0c0x384925-2776y26208-2080m141.tiff,no,10.031254,0,unseen
Part-one_b0s1c0x315264-2776y18219-2080m23.tiff,no,13.733798,0,unseen
Experiment-112_b0s0c0x392421-2776y3744-2080m16.tiff,no,12.033942,0,unseen
Part-one_b0s0c0x304668-2776y5616-2080m30.tiff,no,15.394216,0,unseen
Experiment-112_b0s3c0x218313-2776y117897-2080m158.tiff,no,10.523766,0,unseen
Experiment-112_b0s3c0x203322-2776y95433-2080m18.tiff,no,12.016194,0,unseen
Part-one_b0s1c0x315264-2776y36939-2080m156.tiff,no,15.004766,0,unseen
Part-one_b0s1c0x325258-2776y29451-2080m108.tiff,no,14.00049,0,unseen
Experiment-112_b0s4c0x12492-2776y107938-2080m82.tiff,no,12.858916,0,unseen
Part-one_b0s1c0x320261-2776y51915-2080m261.tiff,no,14.633754,0,unseen
Part-one_b0s2c0x7495-2776y55257-2080m225.tiff,no,13.707374,0,unseen
Part-one_b0s1c0x317763-2776y29451-2080m105.tiff,no,15.037098,0,unseen
Part-one_b0s2c0x22485-2776y38409-2080m110.tiff,no,13.851798,0,unseen
Part-one_b0s2c0x2498-2776y45897-2080m156.tiff,no,13.70804,0,unseen
Part-one_b0s2c0x29981-2776y29049-2080m49.tiff,no,13.707134,0,unseen
Experiment-112_b0s0c0x397417-2776y5616-2080m29.tiff,no,12.34741,0,unseen
Part-one_b0s2c0x4996-2776y51513-2080m198.tiff,no,13.714916,0,unseen
Part-one_b0s1c0x327756-2776y27579-2080m99.tiff,no,14.125862,0,unseen
Part-one_b0s2c0x24984-2776y53385-2080m218.tiff,no,13.901064,0,unseen
Part-one_b0s0c0x294675-2776y1872-2080m7.tiff,no,14.134206,0,unseen
Part-one_b0s1c0x315264-2776y51915-2080m259.tiff,no,15.004162,0,unseen
Experiment-112_b0s3c0x220811-2776y91689-2080m7.tiff,no,10.152742,0,unseen
Experiment-112_b0s2c0x189000-2776y95633-2080m111.tiff,no,11.635786,0,unseen
Experiment-112_b0s4c0x2498-2776y107938-2080m78.tiff,no,12.618722,0,unseen
Part-one_b0s0c0x287180-2776y37440-2080m168.tiff,no,14.965302,0,unseen
Part-one_b0s1c0x325258-2776y23835-2080m72.tiff,no,14.532394,0,unseen
Experiment-112_b0s4c0x4997-2776y96706-2080m7.tiff,no,11.241314,0,unseen
Experiment-112_b0s1c0x421293-2776y25387-2080m65.tiff,no,12.452912,0,unseen
Experiment-112_b0s0c0x397417-2776y13104-2080m73.tiff,no,12.178378,0,unseen
Experiment-112_b0s0c0x394919-2776y5616-2080m28.tiff,no,12.09519,0,unseen
Experiment-112_b0s3c0x203322-2776y114153-2080m133.tiff,no,10.067976,0,unseen
Part-one_b0s1c0x330255-2776y23835-2080m74.tiff,no,15.206184,0,unseen
Experiment-112_b0s4c0x27482-2776y106066-2080m76.tiff,no,10.018188,0,unseen
Experiment-112_b0s2c0x196495-2776y84401-2080m51.tiff,no,11.828736,0,unseen
Part-one_b0s1c0x325258-2776y46299-2080m225.tiff,no,15.142482,0,unseen
Experiment-112_b0s0c0x384925-2776y7488-2080m35.tiff,no,10.435938,0,unseen
Experiment-112_b0s5c0x48607-2776y119699-2080m49.tiff,no,12.713774,0,unseen
Experiment-112_b0s5c0x41111-2776y134675-2080m138.tiff,no,11.085746,0,unseen
Part-one_b0s1c0x317763-2776y20091-2080m39.tiff,no,14.900754,0,unseen
Experiment-112_b0s4c0x4997-2776y121042-2080m140.tiff,no,10.087652,0,unseen
Part-one_b0s0c0x287180-2776y22464-2080m107.tiff,no,15.105972,0,unseen
Experiment-112_b0s2c0x184003-2776y103121-2080m137.tiff,no,11.658782,0,unseen
Part-one_b0s2c0x17489-2776y38409-2080m108.tiff,no,13.872036,0,unseen
Experiment-112_b0s0c0x384925-2776y14976-2080m79.tiff,no,11.224406,0,unseen
Experiment-112_b0s2c0x181505-2776y95633-2080m108.tiff,no,12.783006,0,unseen
Part-one_b0s0c0x289678-2776y28080-2080m129.tiff,no,15.06818,0,unseen
Part-one_b0s1c0x335251-2776y36939-2080m164.tiff,no,14.861402,0,unseen
Part-one_b0s2c0x12492-2776y47769-2080m174.tiff,no,13.829414,0,unseen
Experiment-112_b0s4c0x19987-2776y107938-2080m85.tiff,no,11.151782,0,unseen
Experiment-112_b0s3c0x198326-2776y102921-2080m59.tiff,no,9.866382,0,unseen
Experiment-112_b0s4c0x4997-2776y115426-2080m119.tiff,no,11.121374,0,unseen
Experiment-112_b0s0c0x404912-2776y13104-2080m76.tiff,no,10.178826,0,unseen
Part-one_b0s2c0x4996-2776y34665-2080m75.tiff,no,13.693314,0,unseen
Experiment-112_b0s3c0x213316-2776y91689-2080m4.tiff,no,9.801916,0,unseen
Experiment-112_b0s2c0x174010-2776y78785-2080m7.tiff,no,10.489602,0,unseen
Experiment-112_b0s3c0x218313-2776y89817-2080m2.tiff,no,10.495324,0,unseen
Experiment-112_b0s3c0x210818-2776y97305-2080m30.tiff,no,10.186964,0,unseen
Experiment-112_b0s2c0x196495-2776y80657-2080m27.tiff,no,12.679098,0,unseen
Part-one_b0s1c0x320261-2776y53787-2080m267.tiff,no,14.515966,0,unseen
Part-one_b0s2c0x24984-2776y29049-2080m47.tiff,no,13.88879,0,unseen
Experiment-112_b0s5c0x53603-2776y132803-2080m132.tiff,no,10.407032,0,unseen
Part-one_b0s0c0x284682-2776y20592-2080m100.tiff,no,14.772504,0,unseen
Part-one_b0s1c0x312766-2776y55659-2080m270.tiff,no,13.76984,0,unseen
Part-one_b0s2c0x34977-2776y40281-2080m128.tiff,no,13.700648,0,unseen
Experiment-112_b0s2c0x176508-2776y84401-2080m43.tiff,no,12.484566,0,unseen
Part-one_b0s0c0x307167-2776y14976-2080m83.tiff,no,14.971046,0,unseen
Part-one_b0s1c0x325258-2776y40683-2080m186.tiff,no,15.119522,0,unseen
Experiment-112_b0s0c0x397417-2776y0-2080m3.tiff,no,10.380504,0,unseen
Experiment-112_b0s2c0x196495-2776y90017-2080m85.tiff,no,9.953278,0,unseen
Part-one_b0s0c0x287180-2776y33696-2080m152.tiff,no,15.096832,0,unseen
Experiment-112_b0s4c0x0-2776y96706-2080m5.tiff,no,10.046978,0,unseen
Part-one_b0s2c0x19987-2776y27177-2080m36.tiff,no,13.703602,0,unseen
Experiment-112_b0s5c0x51105-2776y127187-2080m98.tiff,no,11.404012,0,unseen
Part-one_b0s1c0x315264-2776y44427-2080m208.tiff,no,15.137988,0,unseen
Part-one_b0s1c0x335251-2776y29451-2080m112.tiff,no,13.861198,0,unseen
Experiment-112_b0s4c0x27482-2776y94834-2080m4.tiff,no,10.017834,0,unseen
Experiment-112_b0s5c0x46108-2776y114083-2080m19.tiff,no,12.961148,0,unseen
Part-one_b0s2c0x17489-2776y42153-2080m134.tiff,no,13.863646,0,unseen
Experiment-112_b0s4c0x27482-2776y104194-2080m64.tiff,no,9.979006,0,unseen
Experiment-112_b0s1c0x426289-2776y34747-2080m126.tiff,no,11.153098,0,unseen
Experiment-112_b0s4c0x17489-2776y119170-2080m139.tiff,no,10.140894,0,unseen
Experiment-112_b0s4c0x14990-2776y113554-2080m115.tiff,no,13.094216,0,unseen
Experiment-112_b0s4c0x9993-2776y122914-2080m147.tiff,no,9.932322,0,unseen
Part-one_b0s0c0x309666-2776y0-2080m5.tiff,no,13.86593,0,unseen
Part-one_b0s1c0x332753-2776y35067-2080m150.tiff,no,15.61948,0,unseen
Experiment-112_b0s1c0x433785-2776y32875-2080m118.tiff,no,10.1466,0,unseen
Part-one_b0s1c0x320261-2776y16347-2080m11.tiff,no,13.713952,0,unseen
Experiment-112_b0s1c0x426289-2776y36619-2080m135.tiff,no,9.881086,0,unseen
Experiment-112_b0s2c0x171511-2776y84401-2080m41.tiff,no,10.28643,0,unseen
Experiment-112_b0s1c0x428788-2776y16027-2080m22.tiff,no,11.694602,0,unseen
Part-one_b0s1c0x335251-2776y33195-2080m138.tiff,no,15.23379,0,unseen
Experiment-112_b0s2c0x196495-2776y86273-2080m63.tiff,no,10.703986,0,unseen
Experiment-112_b0s3c0x203322-2776y110409-2080m111.tiff,no,11.087912,0,unseen
Part-one_b0s2c0x29981-2776y55257-2080m234.tiff,no,13.840892,0,unseen
Experiment-112_b0s4c0x17489-2776y100450-2080m36.tiff,no,10.957884,0,unseen
Experiment-112_b0s3c0x220811-2776y116025-2080m150.tiff,no,12.412282,0,unseen
Experiment-112_b0s0c0x384925-2776y22464-2080m122.tiff,no,10.199404,0,unseen
Part-one_b0s0c0x297173-2776y0-2080m0.tiff,no,14.159404,0,unseen
Experiment-112_b0s2c0x189000-2776y90017-2080m82.tiff,no,12.76736,0,unseen
Experiment-112_b0s1c0x428788-2776y21643-2080m47.tiff,no,11.803816,0,unseen
Experiment-112_b0s4c0x4997-2776y117298-2080m127.tiff,no,11.067726,0,unseen
Experiment-112_b0s2c0x179006-2776y88145-2080m67.tiff,no,12.767776,0,unseen
Part-one_b0s0c0x294675-2776y35568-2080m163.tiff,no,15.00521,0,unseen
Experiment-112_b0s0c0x404912-2776y16848-2080m98.tiff,no,10.625676,0,unseen
Part-one_b0s2c0x29981-2776y38409-2080m113.tiff,no,13.922576,0,unseen
Experiment-112_b0s1c0x423791-2776y19771-2080m35.tiff,no,12.56268,0,unseen
Experiment-112_b0s1c0x418794-2776y27259-2080m76.tiff,no,11.537038,0,unseen
Part-one_b0s0c0x284682-2776y33696-2080m151.tiff,no,15.124116,0,unseen
Part-one_b0s2c0x17489-2776y34665-2080m80.tiff,no,13.875138,0,unseen
Part-one_b0s0c0x294675-2776y39312-2080m179.tiff,no,15.046898,0,unseen
Experiment-112_b0s4c0x0-2776y107938-2080m77.tiff,no,10.443692,0,unseen
Experiment-112_b0s4c0x7495-2776y96706-2080m8.tiff,no,10.000182,0,unseen
